TICKER,SICCD,sic_divisions,sic_detailed
LEM,6723,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
GMT,3743,Manufacturing,Transportation Equipment
IGL,2874,Manufacturing,Chemicals
RTN,3671,Manufacturing,Electronic & Other Electrical Equipment
HR,3523,Manufacturing,Industrial Machinery & Equipment
RLM,3353,Manufacturing,Primary Metal Industries
BMY,2830,Manufacturing,Chemicals
GCR,2121,Manufacturing,Tobacco Products
SH,2084,Manufacturing,Food & Kindred Products
ONG,4922,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
AG,3312,Manufacturing,Primary Metal Industries
IBM,3573,Manufacturing,Industrial Machinery & Equipment
BNL,6711,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SNL,2893,Manufacturing,Chemicals
SY,3574,Manufacturing,Industrial Machinery & Equipment
UPK,1031,Mining,Metal Mining
WGL,4924,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
VEN,3581,Manufacturing,Industrial Machinery & Equipment
SFR,6144,"Finance, Insurance & Real Estate",Credit Agencies
MRK,2831,Manufacturing,Chemicals
UBO,2131,Manufacturing,Tobacco Products
HDN,2812,Manufacturing,Chemicals
SKL,2834,Manufacturing,Chemicals
WNS,2211,Manufacturing,Textile Mill Products
LST,2262,Manufacturing,Textile Mill Products
WRN,2620,Manufacturing,Paper & Allied Products
EVR,3424,Manufacturing,Fabricated Metal Products
DAY,3069,Manufacturing,Rubber & Plastics Products
ARM,3011,Manufacturing,Rubber & Plastics Products
MAF,2661,Manufacturing,Paper & Allied Products
BRF,5411,Retail Trade,Food Stores
SUB,5984,Retail Trade,Miscellaneous Retail
YB,3317,Manufacturing,Primary Metal Industries
CMZ,3541,Manufacturing,Industrial Machinery & Equipment
MLL,2721,Manufacturing,Printing & Publishing
FCF,6122,"Finance, Insurance & Real Estate",Credit Agencies
NSW,3312,Manufacturing,Primary Metal Industries
ANO,5099,Wholesale Trade,Wholesale Trade - Durable Goods
X,3312,Manufacturing,Primary Metal Industries
DOC,2086,Manufacturing,Food & Kindred Products
TOR,3569,Manufacturing,Industrial Machinery & Equipment
CSL,3011,Manufacturing,Rubber & Plastics Products
FLR,1500,Construction,Building Construction
REP,3639,Manufacturing,Electronic & Other Electrical Equipment
CRF,3563,Manufacturing,Industrial Machinery & Equipment
PSR,4931,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
DIG,2037,Manufacturing,Food & Kindred Products
FSC,5651,Retail Trade,Apparel & Accessory Stores
MOH,2271,Manufacturing,Textile Mill Products
APC,2892,Manufacturing,Chemicals
DSP,3843,Manufacturing,Instruments & Related Products
MCA,7813,Services,Motion Pictures
VRT,2254,Manufacturing,Textile Mill Products
VCA,3317,Manufacturing,Primary Metal Industries
PRD,3861,Manufacturing,Instruments & Related Products
GLD,3250,Manufacturing,"Stone, Clay & Glass Products"
DPL,4911,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
CRI,3662,Manufacturing,Electronic & Other Electrical Equipment
SF,4011,"Transportation, Communications & Utilities",Transportation
MAR,3714,Manufacturing,Transportation Equipment
CFD,2033,Manufacturing,Food & Kindred Products
CHI,2911,Manufacturing,Petroleum Refining
GWF,6123,"Finance, Insurance & Real Estate",Credit Agencies
AX,4011,"Transportation, Communications & Utilities",Transportation
RI,4011,"Transportation, Communications & Utilities",Transportation
SRU,3011,Manufacturing,Rubber & Plastics Products
MRQ,3728,Manufacturing,Transportation Equipment
HFI,2032,Manufacturing,Food & Kindred Products
ROF,3822,Manufacturing,Instruments & Related Products
KR,5411,Retail Trade,Food Stores
AHS,3841,Manufacturing,Instruments & Related Products
MOT,3651,Manufacturing,Electronic & Other Electrical Equipment
TRN,3661,Manufacturing,Electronic & Other Electrical Equipment
JOL,2335,Manufacturing,Apparel
NLV,3079,Manufacturing,Rubber & Plastics Products
GBA,3269,Manufacturing,"Stone, Clay & Glass Products"
AFI,2911,Manufacturing,Petroleum Refining
BPD,3612,Manufacturing,Electronic & Other Electrical Equipment
CSY,2048,Manufacturing,Food & Kindred Products
EWB,3549,Manufacturing,Industrial Machinery & Equipment
DIS,7813,Services,Motion Pictures
MKE,1541,Construction,Building Construction
PUL,2869,Manufacturing,Chemicals
VC,2879,Manufacturing,Chemicals
INT,3662,Manufacturing,Electronic & Other Electrical Equipment
CJ,3312,Manufacturing,Primary Metal Industries
IPC,4911,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
ARO,3569,Manufacturing,Industrial Machinery & Equipment
FDP,4911,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
ADL,3651,Manufacturing,Electronic & Other Electrical Equipment
MCL,4411,"Transportation, Communications & Utilities",Transportation
KNY,2086,Manufacturing,Food & Kindred Products
CNH,4931,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
DU,2843,Manufacturing,Chemicals
HRW,2730,Manufacturing,Printing & Publishing
BYK,2121,Manufacturing,Tobacco Products
UF,2062,Manufacturing,Food & Kindred Products
WD,2051,Manufacturing,Food & Kindred Products
IGC,3313,Manufacturing,Primary Metal Industries
SPR,2311,Manufacturing,Apparel
UNA,7819,Services,Motion Pictures
BLS,2834,Manufacturing,Chemicals
BO,4011,"Transportation, Communications & Utilities",Transportation
SBD,4011,"Transportation, Communications & Utilities",Transportation
BHY,2284,Manufacturing,Textile Mill Products
GBG,2011,Manufacturing,Food & Kindred Products
BUL,5611,Retail Trade,Apparel & Accessory Stores
ENG,3330,Manufacturing,Primary Metal Industries
REE,3573,Manufacturing,Industrial Machinery & Equipment
HRF,3585,Manufacturing,Industrial Machinery & Equipment
CEH,3613,Manufacturing,Electronic & Other Electrical Equipment
HBB,3562,Manufacturing,Industrial Machinery & Equipment
BX,3728,Manufacturing,Transportation Equipment
ICR,1211,Mining,
LUC,3312,Manufacturing,Primary Metal Industries
AMO,3711,Manufacturing,Transportation Equipment
LPT,3273,Manufacturing,"Stone, Clay & Glass Products"
PPG,3211,Manufacturing,"Stone, Clay & Glass Products"
ADP,3452,Manufacturing,Fabricated Metal Products
V,4011,"Transportation, Communications & Utilities",Transportation
CAR,2834,Manufacturing,Chemicals
FAL,2082,Manufacturing,Food & Kindred Products
MMM,2641,Manufacturing,Paper & Allied Products
ORU,4931,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
IEX,3611,Manufacturing,Electronic & Other Electrical Equipment
PFR,5411,Retail Trade,Food Stores
RII,1629,Construction,Heavy Construction
B,3523,Manufacturing,Industrial Machinery & Equipment
KCY,6519,"Finance, Insurance & Real Estate",Real Estate
USL,4411,"Transportation, Communications & Utilities",Transportation
JM,3292,Manufacturing,"Stone, Clay & Glass Products"
PEG,4931,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
GNB,3691,Manufacturing,Electronic & Other Electrical Equipment
CLF,1011,Mining,Metal Mining
USI,2311,Manufacturing,Apparel
CNR,2621,Manufacturing,Paper & Allied Products
SPV,2097,Manufacturing,Food & Kindred Products
CV,2869,Manufacturing,Chemicals
BBO,1311,Mining,Oil & Gas Extraction
SMF,3636,Manufacturing,Electronic & Other Electrical Equipment
USH,3559,Manufacturing,Industrial Machinery & Equipment
JOR,5051,Wholesale Trade,Wholesale Trade - Durable Goods
NT,3631,Manufacturing,Electronic & Other Electrical Equipment
GPO,3241,Manufacturing,"Stone, Clay & Glass Products"
PLO,2834,Manufacturing,Chemicals
CRR,3585,Manufacturing,Industrial Machinery & Equipment
CTB,3011,Manufacturing,Rubber & Plastics Products
GUY,4911,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
PAS,1477,Mining,Mining & Quarrying of Nonmetallic Minerals
HEW,3569,Manufacturing,Industrial Machinery & Equipment
DSO,2851,Manufacturing,Chemicals
HOS,5611,Retail Trade,Apparel & Accessory Stores
BAB,2843,Manufacturing,Chemicals
WX,3613,Manufacturing,Electronic & Other Electrical Equipment
BOL,3861,Manufacturing,Instruments & Related Products
GRL,3674,Manufacturing,Electronic & Other Electrical Equipment
THI,3764,Manufacturing,Transportation Equipment
BN,2022,Manufacturing,Food & Kindred Products
Z,5331,Retail Trade,General Merchandise Stores
ENW,3873,Manufacturing,Instruments & Related Products
DGR,4011,"Transportation, Communications & Utilities",Transportation
APX,3679,Manufacturing,Electronic & Other Electrical Equipment
UPJ,2834,Manufacturing,Chemicals
MLN,4213,"Transportation, Communications & Utilities",Transportation
WK,3743,Manufacturing,Transportation Equipment
CMS,4931,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
WBL,3585,Manufacturing,Industrial Machinery & Equipment
AME,3822,Manufacturing,Instruments & Related Products
CVX,4911,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
WPC,4931,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
VCR,3574,Manufacturing,Industrial Machinery & Equipment
DCL,6149,"Finance, Insurance & Real Estate",Credit Agencies
LTR,7832,Services,Motion Pictures
MAC,3721,Manufacturing,Transportation Equipment
RTC,4811,"Transportation, Communications & Utilities",Communications
UDG,3549,Manufacturing,Industrial Machinery & Equipment
WU,4821,"Transportation, Communications & Utilities",Communications
FN,4011,"Transportation, Communications & Utilities",Transportation
ASR,2061,Manufacturing,Food & Kindred Products
GRB,5611,Retail Trade,Apparel & Accessory Stores
UVT,2833,Manufacturing,Chemicals
NSD,3315,Manufacturing,Primary Metal Industries
SFC,6149,"Finance, Insurance & Real Estate",Credit Agencies
BEM,2211,Manufacturing,Textile Mill Products
ZA,3332,Manufacturing,Primary Metal Industries
GAP,5411,Retail Trade,Food Stores
RON,3999,Manufacturing,Miscellaneous Manufacturing
MDE,3533,Manufacturing,Industrial Machinery & Equipment
GPT,3241,Manufacturing,"Stone, Clay & Glass Products"
DCO,3713,Manufacturing,Transportation Equipment
HKR,2819,Manufacturing,Chemicals
VEL,4931,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
WBC,6711,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
UVV,5159,Wholesale Trade,Wholesale Trade - Nondurable Goods
T,4811,"Transportation, Communications & Utilities",Communications
STN,2211,Manufacturing,Textile Mill Products
LYK,4411,"Transportation, Communications & Utilities",Transportation
GTU,4911,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
RCI,2821,Manufacturing,Chemicals
NES,4911,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
IEL,4911,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
JAE,3523,Manufacturing,Industrial Machinery & Equipment
CRC,3811,Manufacturing,Instruments & Related Products
ASA,6723,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
GCF,6149,"Finance, Insurance & Real Estate",Credit Agencies
HLT,7011,Services,Hotels & Other Lodging Places
CHM,3694,Manufacturing,Electronic & Other Electrical Equipment
NNG,4922,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
POM,4911,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
WM,4011,"Transportation, Communications & Utilities",Transportation
FMF,2026,Manufacturing,Food & Kindred Products
SRT,2631,Manufacturing,Paper & Allied Products
WIL,2011,Manufacturing,Food & Kindred Products
MPV,4931,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
UYT,3559,Manufacturing,Industrial Machinery & Equipment
ACY,2833,Manufacturing,Chemicals
SYP,2741,Manufacturing,Printing & Publishing
SJG,4923,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
AIR,3442,Manufacturing,Fabricated Metal Products
GK,3357,Manufacturing,Primary Metal Industries
AD,3321,Manufacturing,Primary Metal Industries
OEC,4911,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
TIS,6531,"Finance, Insurance & Real Estate",Real Estate
MAG,3651,Manufacturing,Electronic & Other Electrical Equipment
VAS,3317,Manufacturing,Primary Metal Industries
ACT,5311,Retail Trade,General Merchandise Stores
SBI,5712,Retail Trade,Home Furniture & Equipment
WLT,2810,Manufacturing,Chemicals
ABR,4441,"Transportation, Communications & Utilities",Transportation
FJQ,3714,Manufacturing,Transportation Equipment
WIX,5211,Retail Trade,Building Materials & Garden Supplies
RYC,3519,Manufacturing,Industrial Machinery & Equipment
COC,4911,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
CTC,3810,Manufacturing,Instruments & Related Products
SND,6711,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
AR,3356,Manufacturing,Primary Metal Industries
CIN,4931,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
CRW,2731,Manufacturing,Printing & Publishing
SNS,3541,Manufacturing,Industrial Machinery & Equipment
DG,5311,Retail Trade,General Merchandise Stores
VMC,3272,Manufacturing,"Stone, Clay & Glass Products"
SUC,2062,Manufacturing,Food & Kindred Products
MPD,3241,Manufacturing,"Stone, Clay & Glass Products"
SPK,2649,Manufacturing,Paper & Allied Products
NTL,4213,"Transportation, Communications & Utilities",Transportation
VAR,3673,Manufacturing,Electronic & Other Electrical Equipment
YAT,3520,Manufacturing,Industrial Machinery & Equipment
TXT,3728,Manufacturing,Transportation Equipment
MON,4011,"Transportation, Communications & Utilities",Transportation
AMP,3643,Manufacturing,Electronic & Other Electrical Equipment
BY,3531,Manufacturing,Industrial Machinery & Equipment
AUM,5399,Retail Trade,General Merchandise Stores
MUY,3431,Manufacturing,Fabricated Metal Products
UMT,3581,Manufacturing,Industrial Machinery & Equipment
PKB,3651,Manufacturing,Electronic & Other Electrical Equipment
AST,3567,Manufacturing,Industrial Machinery & Equipment
CPL,4911,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
TXG,4922,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
CNB,2082,Manufacturing,Food & Kindred Products
A,3333,Manufacturing,Primary Metal Industries
HSY,2066,Manufacturing,Food & Kindred Products
LSI,3811,Manufacturing,Instruments & Related Products
UOP,1311,Mining,Oil & Gas Extraction
WAR,3272,Manufacturing,"Stone, Clay & Glass Products"
SCG,4911,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
K,2043,Manufacturing,Food & Kindred Products
HNZ,2032,Manufacturing,Food & Kindred Products
DES,3312,Manufacturing,Primary Metal Industries
GW,2510,Manufacturing,Furniture & Fixtures
WTH,3569,Manufacturing,Industrial Machinery & Equipment
CHF,5812,Retail Trade,Eating & Drinking Places
ADM,2045,Manufacturing,Food & Kindred Products
WWY,2067,Manufacturing,Food & Kindred Products
AM,2011,Manufacturing,Food & Kindred Products
MRP,3241,Manufacturing,"Stone, Clay & Glass Products"
FMR,5411,Retail Trade,Food Stores
WW,3499,Manufacturing,Fabricated Metal Products
RBD,3079,Manufacturing,Rubber & Plastics Products
NPM,3824,Manufacturing,Instruments & Related Products
WKT,2251,Manufacturing,Textile Mill Products
APY,3861,Manufacturing,Instruments & Related Products
UBS,2052,Manufacturing,Food & Kindred Products
KEN,2211,Manufacturing,Textile Mill Products
EDE,4911,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
AWK,4941,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
WIC,3589,Manufacturing,Industrial Machinery & Equipment
NOA,4742,"Transportation, Communications & Utilities",Transportation
MJW,5311,Retail Trade,General Merchandise Stores
PRG,2311,Manufacturing,Apparel
LIT,3573,Manufacturing,Industrial Machinery & Equipment
MC,1051,Mining,Metal Mining
ABY,3315,Manufacturing,Primary Metal Industries
UTD,3546,Manufacturing,Industrial Machinery & Equipment
BCX,3721,Manufacturing,Transportation Equipment
NTT,4811,"Transportation, Communications & Utilities",Communications
PNC,3241,Manufacturing,"Stone, Clay & Glass Products"
SHK,3634,Manufacturing,Electronic & Other Electrical Equipment
PAG,3269,Manufacturing,"Stone, Clay & Glass Products"
GAR,3720,Manufacturing,Transportation Equipment
ROH,2821,Manufacturing,Chemicals
SOC,1311,Mining,Oil & Gas Extraction
FIS,1731,Construction,Special Trade Contractors
